OBJECTID_1,SiteID,FieldWetla,FieldVeldA,FieldAlien,Latitude,Longitude,PairID,RecordingN,Year,Month,Day,Campaign,AVIRIS,LVIS,WetlandTyp,LandCoverC,ElevationC,FireClass,CLUSTER_ID,COLOR_ID
299,s2lam039_231005,Not near (100 m) any water,"Young (burned, < 6 yrs)",None,-33.344662,21.916993,352,414,23,10,5,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,6-to-12 years,49,8
311,s2lam101_231028,In or near (25 m) wetland,Old (> 17 yrs),None,-34.741543,19.658924,345,1011,23,10,28,Dry season,Y,N,Depression,Shrubland-Fynbos,Low: 0-500 m,12-to-17 years,54,7
255,s2lam038_230711,Not available,Not available,Not available,-33.9829,22.6044,376,560,23,7,11,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,46,3
276,s2lam105_231029,Not near (100 m) any water,Intermediate (6-17 yrs),None,-34.664674,19.648086,366,989,23,10,29,Dry season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,72,4
282,s2lam154_231025,Not near (100 m) any water,Old (> 17 yrs),None,-33.469463,20.719155,363,853,23,10,25,Dry season,Y,Y,NA,Shrubland-Karoo,Medium: 500-1000 m,No data or No Fire,53,8
289,s2lam143_231025,Not near (100 m) any water,Not available,Rare to Very Scattered,-33.442173,20.76316,359,855,23,10,25,Dry season,Y,N,NA,Shrubland-Karoo,Medium: 500-1000 m,No data or No Fire,23,4
349,s2lam030_231031,Not near (100 m) any water,Intermediate (6-17 yrs),None,-32.253127,19.146051,324,692,23,10,31,Dry season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,20,4
360,s2lam138_230713,Not available,Not available,Not available,-33.3369,22.0377,319,866,23,7,13,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,6-to-12 years,49,8
330,s2lam063_231029,Not near (100 m) any water,Old (> 17 yrs),None,-34.657169,19.621429,334,981,23,10,29,Dry season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,72,4
353,s2lam106_230725,Not available,Not available,Not available,-33.9279,22.4516,322,1009,23,7,25,Wet season,Y,Y,NA,Forest-Woodland,Medium: 500-1000 m,1-to-6 years,100,6
327,s2lam010_231103,Within 50 m of a river or stream,Intermediate (6-17 yrs),Rare to Very Scattered,-34.08651,18.416975,335,558,23,11,3,Dry season,Y,Y,Seep,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
279,s2lam046_230826,Not available,Not available,Not available,-33.0058,19.053067,364,709,23,8,26,Wet season,Y,Y,NA,Forest-Woodland,High: >1000 m,6-to-12 years,95,7
315,s2lam046_231106,Not near (100 m) any water,Intermediate (6-17 yrs),None,-32.436223,19.179288,343,696,23,11,6,Dry season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,65,8
347,s2lam109_231010,Not near (100 m) any water,Old (> 17 yrs),None,-33.944028,19.8949,325,1008,23,10,10,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,58,2
431,s2lam040_230718,Not available,Not available,Not available,-34.0586,22.935887,280,570,23,7,18,Wet season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,6,5
377,s2lam091_230605,Not available,Not available,Not available,-33.634826,22.949,310,804,23,6,5,Wet season,Y,Y,NA,Forest-Woodland,High: >1000 m,1-to-6 years,13,1
414,s2lam113_230703,Not available,Not available,Not available,-33.99,18.9556,290,999,23,7,3,Wet season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,94,1
408,s2lam042_230826,Not available,Not available,Not available,-32.973,19.0527,294,743,23,8,26,Wet season,Y,Y,NA,Shrubland-Fynbos,High: >1000 m,12-to-17 years,95,7
494,s2lam024_230822,Not available,Not available,Not available,-34.354617,18.8289,249,839,23,8,22,Wet season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,66,6
436,s2lam085_230822,Not available,Not available,Not available,-34.349029,18.8752,278,845,23,8,22,Wet season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,66,6
488,s2lam139_230822,Not available,Not available,Not available,-34.4558,20.4394,252,749,23,8,22,Wet season,Y,Y,Depression,Agriculture,Low: 0-500 m,No data or No Fire,43,4
465,s2lam021_231110,Not near (100 m) any water,"Young (burned, < 6 yrs)",None,-34.41333,20.595315,263,722,23,11,10,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,6-to-12 years,80,6
454,s2lam136_230813,Not available,Not available,Not available,-34.72287,19.951677,269,621,23,8,13,Wet season,Y,N,Estuary,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,87,7
458,s2lam039_231013,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.325148,22.037875,267,975,23,10,13,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,6-to-12 years,49,8
413,s2lam017_231027,Not near (100 m) any water,"Young (burned, < 6 yrs)",Scattered to Medium,-33.990013,18.955584,290,999,23,10,27,Dry season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,94,1
474,s2lam107_231125,Not near (100 m) any water,Old (> 17 yrs),None,-33.971259,23.561039,259,578,23,11,25,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,75,2
463,s2lam052_230717,Not available,Not available,Not available,-34.07599,18.398091,264,1156,23,7,17,Wet season,Y,Y,Seep,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
396,s2lam114_230819,Not available,Not available,Not available,-33.958856,23.521017,301,704,23,8,19,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,75,2
376,s2lam128_231122,Not near (100 m) any water,"Young (burned, < 6 yrs)",None,-33.625673,22.944906,311,871,23,11,22,Dry season,Y,Y,NA,Grassland,High: >1000 m,1-to-6 years,13,1
379,s2lam038_230725,Not available,Not available,Not available,-33.921316,22.957114,309,1007,23,7,25,Wet season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,33,6
404,s2lam055_230710,Not available,Not available,Not available,-34.2887,18.4477,296,573,23,7,10,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,17,7
451,s2lam041_230804,Not available,Not available,Not available,-33.9588,23.133974,270,724,23,8,4,Wet season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,5,5
432,s2lam107_231027,Not near (100 m) any water,Intermediate (6-17 yrs),Scattered to Medium,-34.058529,22.935913,280,723,23,10,27,Dry season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,6,5
460,s2lam103_231106,Not available,Not available,Not available,-33.682061,21.567002,266,1155,23,11,6,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,27,4
399,s2lam040_230811,Not available,Not available,Not available,-34.0621,23.231482,298,713,23,8,11,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,67,2
411,s2lam038_230703,Not available,Not available,Not available,-33.995638,23.4027,291,571,23,7,3,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,77,3
491,s2lam023_230810,Not available,Not available,Not available,-33.9472,21.2274,250,861,23,8,10,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,35,1
430,s2lam136_231022,Not near (100 m) any water,Intermediate (6-17 yrs),Scattered to Medium,-34.442845,20.420027,281,572,23,10,22,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,25+ years,43,4
457,s2lam001_230713,Not available,Not available,Not available,-33.325118,22.037857,267,859,23,7,13,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,6-to-12 years,49,8
469,s2lam050_230805,Not available,Not available,Not available,-32.4347,19.1961,261,842,23,8,5,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,6-to-12 years,65,8
400,s2lam041_231117,Not near (100 m) any water,Old (> 17 yrs),None,-34.06201,23.231513,298,722,23,11,17,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,67,2
417,s2lam069_230702,Not available,Not available,Not available,-34.081731,18.4007,288,584,23,7,2,Wet season,Y,Y,Seep,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
401,s2lam056_230907,Not available,Not available,Not available,-33.68596,19.097781,297,990,23,9,7,Wet season,Y,N,Seep,Shrubland-Fynbos,High: >1000 m,1-to-6 years,1,1
482,s2lam123_230820,Not available,Not available,Not available,-34.744428,19.6786,255,859,23,8,20,Wet season,Y,N,Wetland Flat,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,54,7
435,s2lam077_231108,Within 50 m of a river or stream,"Young (burned, < 6 yrs)",Rare to Very Scattered,-34.349062,18.8752,278,869,23,11,8,Dry season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,66,6
387,s2lam138_231026,Within 50 m of a river or stream,"Young (burned, < 6 yrs)",None,-33.505782,20.61335,305,855,23,10,26,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,10,5
412,s2lam040_231011,Within 50 m of a river or stream,Old (> 17 yrs),None,-33.995719,23.402665,291,721,23,10,11,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,77,3
442,s2lam080_230807,Not available,Not available,Not available,-33.229822,18.1637,275,1161,23,8,7,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,88,3
392,s2lam104_230829,Not available,Not available,Not available,-33.947667,23.602766,303,1158,23,8,29,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,75,2
416,s2lam137_230809,Not available,Not available,Not available,-33.84592,23.194678,289,722,23,8,9,Wet season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,No data or No Fire,2,8
464,s2lam133_231103,Within 50 m of a river or stream,Intermediate (6-17 yrs),Rare to Very Scattered,-34.075933,18.398138,264,553,23,11,3,Dry season,Y,Y,Seep,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
455,s2lam022_230808,Not available,Not available,Not available,-33.671718,21.553165,268,977,23,8,8,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,27,4
425,s2lam086_231010,Not near (100 m) any water,Old (> 17 yrs),None,-33.931983,19.894443,283,1008,23,10,10,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,58,2
496,s2lam118_231122,Not near (100 m) any water,"Young (burned, < 6 yrs)",None,-33.648136,22.958067,248,887,23,11,22,Dry season,Y,Y,NA,Forest-Woodland,High: >1000 m,6-to-12 years,13,1
419,s2lam103_230808,Not available,Not available,Not available,-33.680519,21.5587,287,989,23,8,8,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,27,4
424,s2lam141_231010,Not near (100 m) any water,Old (> 17 yrs),None,-33.922632,19.88656,285,1008,23,10,10,Dry season,Y,Y,NA,Grassland,Low: 0-500 m,No data or No Fire,58,2
410,s2lam041_231130,Not near (100 m) any water,Old (> 17 yrs),None,-33.942027,23.603066,292,855,23,11,30,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,75,2
391,s2lam088_231130,Not near (100 m) any water,Old (> 17 yrs),None,-33.947682,23.602896,303,858,23,11,30,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,75,2
382,s2lam148_230807,Not available,Not available,Not available,-34.7094,20.1073,308,658,23,8,7,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,26,8
418,s2lam180_231124,Not near (100 m) any water,Not available,Rare to Very Scattered,-34.081756,18.400527,288,427,23,11,24,Dry season,Y,Y,Seep,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
493,s2lam015_231107,Not near (100 m) any water,Intermediate (6-17 yrs),Rare to Very Scattered,-34.354611,18.828875,249,992,23,11,7,Dry season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,66,6
426,s2lam157_230727,Not available,Not available,Not available,-33.931932,19.8943,283,995,23,7,27,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,58,2
453,s2lam026_231125,In or near (25 m) wetland,Old (> 17 yrs),None,-34.722877,19.951702,269,586,23,11,25,Dry season,Y,N,Estuary,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,87,7
481,s2lam020_231028,Not near (100 m) any water,Intermediate (6-17 yrs),None,-34.744433,19.678619,255,1000,23,10,28,Dry season,Y,N,Wetland Flat,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,54,7
439,s2lam125_230809,Not available,Not available,Not available,-33.7565,23.1564,276,740,23,8,9,Wet season,Y,Y,NA,Grassland,Medium: 500-1000 m,No data or No Fire,12,1
470,s2lam083_231106,Not near (100 m) any water,Intermediate (6-17 yrs),None,-32.434662,19.196175,261,696,23,11,6,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,6-to-12 years,65,8
466,s2lam078_230725,Not available,Not available,Not available,-34.4134,20.595287,263,726,23,7,25,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,6-to-12 years,80,6
383,s2lam058_230605,Not available,Not available,Not available,-33.627899,22.919374,307,990,23,6,5,Wet season,Y,Y,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,13,1
375,s2lam054_230605,Not available,Not available,Not available,-33.625639,22.9447,311,1018,23,6,5,Wet season,Y,Y,NA,Grassland,High: >1000 m,1-to-6 years,13,1
476,s2lam146_230718,Not available,Not available,Not available,-33.982758,20.83415,258,868,23,7,18,Wet season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,40,4
390,s2lam155_230707,Not available,Not available,Not available,-33.5879,23.427962,304,1126,23,7,7,Wet season,Y,Y,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,16,3
473,s2lam040_230818,Not available,Not available,Not available,-33.9712,23.561,259,857,23,8,18,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,75,2
386,s2lam072_230805,Not available,Not available,Not available,-32.5382,19.325059,306,842,23,8,5,Wet season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,25+ years,104,2
443,s2lam025_230721,Not available,Not available,Not available,-33.872425,22.0303,274,706,23,7,21,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,15,8
420,s2lam115_231106,Not available,Not available,Not available,-33.680393,21.558757,287,1137,23,11,6,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,27,4
452,s2lam114_231110,Not near (100 m) any water,Old (> 17 yrs),None,-33.958771,23.133951,270,719,23,11,10,Dry season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,5,5
434,s2lam082_230726,Not available,Not available,Not available,-33.639141,21.6514,279,1008,23,7,26,Wet season,Y,N,NA,Bare,Low: 0-500 m,No data or No Fire,69,3
483,s2lam038_231103,Not near (100 m) any water,Old (> 17 yrs),None,-33.892846,22.970852,254,717,23,11,3,Dry season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,33,6
415,s2lam001_231117,Not near (100 m) any water,Intermediate (6-17 yrs),Scattered to Medium,-33.84589,23.194688,289,565,23,11,17,Dry season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,No data or No Fire,2,8
423,s2lam020_230727,Not available,Not available,Not available,-33.9227,19.886563,285,986,23,7,27,Wet season,Y,Y,NA,Grassland,Low: 0-500 m,No data or No Fire,58,2
427,s2lam135_230815,Not available,Not available,Not available,-33.350132,21.948863,282,1138,23,8,15,Wet season,Y,Y,NA,Shrubland-Fynbos,High: >1000 m,6-to-12 years,49,8
484,s2lam074_230725,Not available,Not available,Not available,-33.8929,22.970878,254,1010,23,7,25,Wet season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,33,6
428,s2lam142_231005,Within 50 m of a river or stream,"Young (burned, < 6 yrs)",None,-33.350135,21.948908,282,831,23,10,5,Dry season,Y,Y,NA,Shrubland-Fynbos,High: >1000 m,6-to-12 years,49,8
388,s2lam151_230802,Not available,Not available,Not available,-33.5058,20.6133,305,715,23,8,2,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,10,5
485,s2lam001_231001,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.607295,23.414687,253,1006,23,10,1,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,16,3
461,s2lam032_231106,Not available,Not available,Not available,-33.679662,21.563235,265,1147,23,11,6,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,27,4
479,s2lam044_231026,Not near (100 m) any water,Old (> 17 yrs),None,-33.485783,20.696508,256,854,23,10,26,Dry season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,No data or No Fire,10,5
450,s2lam037_231031,Not near (100 m) any water,Intermediate (6-17 yrs),None,-32.211397,19.104774,271,690,23,10,31,Dry season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,20,4
397,s2lam077_230808,Not available,Not available,Not available,-33.125872,18.061175,300,1005,23,8,8,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,7,3
409,s2lam040_230829,Not available,Not available,Not available,-33.941989,23.60299,292,1157,23,8,29,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,75,2
441,s2lam006_231127,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.229818,18.163672,275,1283,23,11,27,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,88,3
384,s2lam151_231122,Not near (100 m) any water,"Young (burned, < 6 yrs)",None,-33.627924,22.919394,307,855,23,11,22,Dry season,Y,Y,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,13,1
381,s2lam121_231117,Not near (100 m) any water,Old (> 17 yrs),None,-34.70942,20.107237,308,544,23,11,17,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,26,8
490,s2lam109_230717,Not available,Not available,Not available,-34.0823,18.4114,251,1159,23,7,17,Wet season,Y,Y,Seep,Forest-Woodland,Low: 0-500 m,No data or No Fire,30,1
402,s2lam056_231018,Not available,Not available,Not available,-33.685952,19.097787,297,997,23,10,18,Dry season,Y,N,Seep,Shrubland-Fynbos,High: >1000 m,1-to-6 years,1,1
445,s2lam127_231013,Not near (100 m) any water,"Young (burned, < 6 yrs)",None,-33.351565,22.04528,273,994,23,10,13,Dry season,Y,Y,NA,Grassland,High: >1000 m,6-to-12 years,49,8
495,s2lam081_230605,Not available,Not available,Not available,-33.647949,22.9583,248,989,23,6,5,Wet season,Y,Y,NA,Bare,High: >1000 m,1-to-6 years,13,1
492,s2lam163_231109,Not near (100 m) any water,"Young (burned, < 6 yrs)",Rare to Very Scattered,-33.947215,21.227392,250,545,23,11,9,Dry season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,35,1
480,s2lam131_230725,Not available,Not available,Not available,-33.4858,20.6965,256,1009,23,7,25,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,No data or No Fire,10,5
478,s2lam113_231103,Within 50 m of a river or stream,Intermediate (6-17 yrs),Rare to Very Scattered,-34.07923,18.409593,257,551,23,11,3,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
385,s2lam037_231106,Not near (100 m) any water,Old (> 17 yrs),None,-32.538168,19.325103,306,697,23,11,6,Dry season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,25+ years,104,2
471,s2lam129_231125,Not near (100 m) any water,Intermediate (6-17 yrs),None,-34.71797,19.933635,260,579,23,11,25,Dry season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,87,7
406,s2lam120_230820,Not available,Not available,Not available,-34.7437,19.6905,295,846,23,8,20,Wet season,Y,N,Wetland Flat,Agriculture,Low: 0-500 m,No data or No Fire,54,7
440,s2lam125_231117,Within 50 m of a river or stream,Old (> 17 yrs),Rare to Very Scattered,-33.756392,23.156405,276,595,23,11,17,Dry season,Y,Y,NA,Grassland,Medium: 500-1000 m,No data or No Fire,12,1
456,s2lam087_231106,Not available,Not available,Not available,-33.671711,21.553224,268,1130,23,11,6,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,27,4
429,s2lam054_230822,Not available,Not available,Not available,-34.4428,20.4198,281,698,23,8,22,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,25+ years,43,4
380,s2lam040_231103,Not near (100 m) any water,Old (> 17 yrs),None,-33.921281,22.957158,309,715,23,11,3,Dry season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,33,6
444,s2lam165_231017,Not near (100 m) any water,"Young (burned, < 6 yrs)",Rare to Very Scattered,-33.872427,22.030327,274,847,23,10,17,Dry season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,15,8
489,s2lam003_231103,Within 50 m of a river or stream,Intermediate (6-17 yrs),Rare to Very Scattered,-34.082324,18.411441,251,558,23,11,3,Dry season,Y,Y,Seep,Forest-Woodland,Low: 0-500 m,No data or No Fire,30,1
433,s2lam032_231019,Not available,Not available,Not available,-33.639155,21.651409,279,1009,23,10,19,Dry season,Y,N,NA,Bare,Low: 0-500 m,No data or No Fire,69,3
389,s2lam060_230930,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.587948,23.427943,304,1144,23,9,30,Dry season,Y,Y,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,16,3
398,s2lam132_231128,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.125875,18.061246,300,1282,23,11,28,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,7,3
468,s2lam158_231026,In or near (25 m) wetland,Intermediate (6-17 yrs),None,-33.507152,20.633783,262,855,23,10,26,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,10,5
462,s2lam115_230808,Not available,Not available,Not available,-33.679665,21.563197,265,998,23,8,8,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,27,4
448,s2lam158_230707,Not available,Not available,Not available,-33.523715,23.448,272,1142,23,7,7,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,70,8
472,s2lam148_230813,Not available,Not available,Not available,-34.718,19.9336,260,622,23,8,13,Wet season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,87,7
405,s2lam023_231028,In or near (25 m) wetland,Intermediate (6-17 yrs),Rare to Very Scattered,-34.743731,19.690498,295,1002,23,10,28,Dry season,Y,N,Wetland Flat,Agriculture,Low: 0-500 m,No data or No Fire,54,7
422,s2lam129_231117,Not near (100 m) any water,Intermediate (6-17 yrs),None,-34.696495,20.137938,286,580,23,11,17,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,26,8
487,s2lam078_231022,Not near (100 m) any water,Old (> 17 yrs),Rare to Very Scattered,-34.455806,20.439433,252,574,23,10,22,Dry season,Y,Y,Depression,Agriculture,Low: 0-500 m,No data or No Fire,43,4
421,s2lam084_230807,Not available,Not available,Not available,-34.6965,20.1379,286,574,23,8,7,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,26,8
378,s2lam160_231122,Not near (100 m) any water,"Young (burned, < 6 yrs)",Rare to Very Scattered,-33.634998,22.949071,310,874,23,11,22,Dry season,Y,Y,NA,Forest-Woodland,High: >1000 m,1-to-6 years,13,1
475,s2lam069_231020,Not near (100 m) any water,Not available,None,-33.982755,20.83418,258,1146,23,10,20,Dry season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,40,4
438,s2lam142_231026,Not near (100 m) any water,"Young (burned, < 6 yrs)",None,-33.501192,20.694667,277,854,23,10,26,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,10,5
467,s2lam118_230802,Not available,Not available,Not available,-33.507125,20.6337,262,717,23,8,2,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,10,5
486,s2lam144_230717,Not available,Not available,Not available,-33.6073,23.414653,253,1430,23,7,17,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,16,3
446,s2lam130_230713,Not available,Not available,Not available,-33.351647,22.0452,273,871,23,7,13,Wet season,Y,Y,NA,Grassland,High: >1000 m,6-to-12 years,49,8
403,s2lam003_231011,Not near (100 m) any water,Not available,Rare to Very Scattered,-34.288709,18.447733,296,1006,23,10,11,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,17,7
498,s2lam118_231001,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.607893,23.424187,246,1007,23,10,1,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,16,3
407,s2lam037_231025,In or near (10 m) seep,Intermediate (6-17 yrs),Rare to Very Scattered,-32.972966,19.052719,294,706,23,10,25,Dry season,Y,Y,NA,Shrubland-Fynbos,High: >1000 m,12-to-17 years,95,7
499,s2lam068_230702,Not available,Not available,Not available,-34.089624,18.4282,245,586,23,7,2,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
449,s2lam037_230812,Not available,Not available,Not available,-32.211417,19.104752,271,1445,23,8,12,Wet season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,20,4
447,s2lam119_231001,Not near (100 m) any water,Old (> 17 yrs),None,-33.523707,23.448002,272,1136,23,10,1,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,70,8
395,s2lam088_231125,Not near (100 m) any water,Old (> 17 yrs),None,-33.958862,23.521013,301,564,23,11,25,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,75,2
497,s2lam111_230717,Not available,Not available,Not available,-33.6079,23.4242,246,1402,23,7,17,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,16,3
459,s2lam029_230808,Not available,Not available,Not available,-33.682,21.566976,266,1004,23,8,8,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,27,4
477,s2lam071_230710,Not available,Not available,Not available,-34.079222,18.40958,257,577,23,7,10,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
437,s2lam001_230802,Not available,Not available,Not available,-33.5012,20.6946,277,718,23,8,2,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,10,5
394,s2lam122_231114,Not available,Not available,Not available,-33.636617,21.652931,302,818,23,11,14,Dry season,Y,N,NA,Wetland,Low: 0-500 m,No data or No Fire,69,3
393,s2lam032_230822,Not available,Not available,Not available,-33.636612,21.652916,302,995,23,8,22,Wet season,Y,N,NA,Wetland,Low: 0-500 m,No data or No Fire,69,3
508,s2lam074_230818,Not available,Not available,Not available,-33.969435,23.5632,241,856,23,8,18,Wet season,Y,Y,Estuary,Forest-Woodland,Low: 0-500 m,No data or No Fire,75,2
586,s2lam047_230823,Not available,Not available,Not available,-34.3539,18.854178,199,699,23,8,23,Wet season,Y,N,Seep,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,66,6
