OBJECTID_1,SiteID,FieldWetla,FieldVeldA,FieldAlien,Latitude,Longitude,PairID,RecordingN,Year,Month,Day,Campaign,AVIRIS,LVIS,WetlandTyp,LandCoverC,ElevationC,FireClass,CLUSTER_ID,COLOR_ID
949,s2lam039_230613,Not available,Not available,Not available,-33.676039,22.6662,-1,1147,23,6,13,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,73,2
928,s2lam005_230725,Not available,Not available,Not available,-33.927,22.4515,8,1008,23,7,25,Wet season,Y,Y,NA,Forest-Woodland,Medium: 500-1000 m,1-to-6 years,100,6
923,s2lam046_230812,Not available,Not available,Not available,-32.222761,19.116407,11,1449,23,8,12,Wet season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,20,4
878,s2lam159_230713,Not available,Not available,Not available,-33.3617,22.0772,35,886,23,7,13,Wet season,Y,Y,NA,Forest-Woodland,High: >1000 m,6-to-12 years,49,8
910,s2lam067_231025,Not near (100 m) any water,Old (> 17 yrs),None,-33.466047,20.577525,17,853,23,10,25,Dry season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,No data or No Fire,55,3
885,s2lam143_230717,Not available,Not available,Not available,-33.6085,23.432383,31,1477,23,7,17,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,16,3
904,s2lam091_231113,Not near (100 m) any water,"Young (burned, < 6 yrs)",Rare to Very Scattered,-33.883383,22.428863,21,566,23,11,13,Dry season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,3,2
908,s2lam074_230829,Not available,Not available,Not available,-33.947313,23.616678,18,1145,23,8,29,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,75,2
889,s2lam143_231005,Not near (100 m) any water,Old (> 17 yrs),None,-33.341178,21.857118,29,861,23,10,5,Dry season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,49,8
931,s2lam092_230804,Not available,Not available,Not available,-32.350182,19.014998,7,878,23,8,4,Wet season,Y,N,NA,Bare,Medium: 500-1000 m,1-to-6 years,62,6
938,s2lam016_231027,Within 50 m of a river or stream,Intermediate (6-17 yrs),Rare to Very Scattered,-34.053731,22.936636,3,723,23,10,27,Dry season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,6,5
972,s2lam095_230814,Not available,Not available,Not available,-33.8797,22.4385,-1,1146,23,8,14,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,3,2
925,s2lam151_230815,Not available,Not available,Not available,-33.3438,22.0241,10,1141,23,8,15,Wet season,Y,Y,NA,Agriculture,High: >1000 m,6-to-12 years,49,8
881,s2lam182_231122,Not near (100 m) any water,"Young (burned, < 6 yrs)",Rare to Very Scattered,-32.153341,19.031245,33,423,23,11,22,Dry season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,102,5
990,s2lam139_230813,Not available,Not available,Not available,-34.7218,19.9451,-1,621,23,8,13,Wet season,Y,N,Estuary,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,87,7
903,s2lam068_230710,Not available,Not available,Not available,-34.111009,18.43594,22,579,23,7,10,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
963,s2lam059_230812,Not available,Not available,Not available,-32.206638,19.098668,-1,977,23,8,12,Wet season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,20,4
955,s2lam044_231130,Within 50 m of a river or stream,Intermediate (6-17 yrs),None,-34.322702,18.971633,-1,609,23,11,30,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,12-to-17 years,105,5
921,s2lam135_231026,Not near (100 m) any water,"Young (burned, < 6 yrs)",None,-33.494363,20.704745,12,854,23,10,26,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,10,5
884,s2lam125_231001,Within 50 m of a river or stream,Intermediate (6-17 yrs),None,-33.608497,23.432418,31,1007,23,10,1,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,16,3
907,s2lam078_230630,Not available,Not available,Not available,-34.609246,19.9198,19,572,23,6,30,Wet season,Y,Y,Wetland Flat,Agriculture,Low: 0-500 m,No data or No Fire,64,6
943,s2lam162_231115,Not available,Not available,Not available,-33.675775,21.893667,1,863,23,11,15,Dry season,Y,N,NA,Grassland,Low: 0-500 m,25+ years,21,1
890,s2lam123_230812,Not available,Not available,Not available,-34.8032,19.9755,28,711,23,8,12,Wet season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,34,8
898,s2lam006_230705,Not available,Not available,Not available,-33.9229,19.158357,24,589,23,7,5,Wet season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,63,1
948,s2lam023_230712,Not available,Not available,Not available,-33.9727,20.8247,-1,715,23,7,12,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,40,4
950,s2lam039_230622,Not available,Not available,Not available,-33.6265,22.516467,-1,992,23,6,22,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,25+ years,81,2
981,s2lam122_231019,Not available,Not available,Not available,-33.638168,21.624879,-1,1011,23,10,19,Dry season,Y,Y,NA,Grassland,Low: 0-500 m,25+ years,69,3
965,s2lam065_230622,Not available,Not available,Not available,-33.9837,20.8215,-1,999,23,6,22,Wet season,Y,N,NA,Excluded,Medium: 500-1000 m,No data or No Fire,40,4
956,s2lam047_230703,Not available,Not available,Not available,-33.9961,18.9543,-1,1080,23,7,3,Wet season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,94,1
945,s2lam006_230808,Not available,Not available,Not available,-33.207846,18.0944,-1,858,23,8,8,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,56,5
932,s2lam040_230617,Not available,Not available,Not available,-33.9946,22.7214,6,568,23,6,17,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,32,1
988,s2lam136_231125,In or near (25 m) wetland,Old (> 17 yrs),None,-34.757692,19.9275,-1,573,23,11,25,Dry season,Y,N,Wetland Flat,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,-1,-1
989,s2lam137_230802,Not available,Not available,Not available,-33.5064,20.681,-1,719,23,8,2,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,10,5
993,s2lam161_231009,In or near (25 m) wetland,Intermediate (6-17 yrs),None,-34.071307,20.4396,-1,1466,23,10,9,Dry season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,98,2
897,s2lam088_230703,Not available,Not available,Not available,-33.986436,23.398877,25,571,23,7,3,Wet season,Y,Y,Estuary,Forest-Woodland,Low: 0-500 m,No data or No Fire,77,3
958,s2lam049_230622,Not available,Not available,Not available,-33.6268,22.5211,-1,999,23,6,22,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,17-to-25 years,81,2
966,s2lam076_230613,Not available,Not available,Not available,-33.6743,22.6608,-1,1148,23,6,13,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,73,2
927,s2lam135_230809,Not available,Not available,Not available,-33.761335,23.140777,9,736,23,8,9,Wet season,Y,Y,NA,Forest-Woodland,Medium: 500-1000 m,No data or No Fire,12,1
895,s2lam127_231117,Not near (100 m) any water,Intermediate (6-17 yrs),Rare to Very Scattered,-33.757927,23.161587,26,566,23,11,17,Dry season,Y,Y,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,12,1
894,s2lam117_230809,Not available,Not available,Not available,-33.758,23.1615,26,743,23,8,9,Wet season,Y,Y,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,12,1
939,s2lam088_230718,Not available,Not available,Not available,-34.053744,22.9366,3,570,23,7,18,Wet season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,6,5
960,s2lam049_231026,Not near (100 m) any water,"Young (burned, < 6 yrs)",None,-33.495978,20.717842,-1,854,23,10,26,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,10,5
957,s2lam049_230613,Not available,Not available,Not available,-33.6687,22.654185,-1,1149,23,6,13,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,6-to-12 years,73,2
876,s2lam056_231128,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.118582,18.076745,36,1178,23,11,28,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,7,3
880,s2lam037_230705,Not available,Not available,Not available,-32.153315,19.0312,33,1271,23,7,5,Wet season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,102,5
953,s2lam044_230613,Not available,Not available,Not available,-33.673,22.6558,-1,1148,23,6,13,Wet season,Y,N,NA,Forest-Woodland,Medium: 500-1000 m,6-to-12 years,73,2
979,s2lam118_231013,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.318487,22.04279,-1,972,23,10,13,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,6-to-12 years,49,8
978,s2lam117_231025,Not near (100 m) any water,Old (> 17 yrs),None,-33.469493,20.562843,-1,853,23,10,25,Dry season,Y,Y,NA,Shrubland-Karoo,Medium: 500-1000 m,No data or No Fire,55,3
982,s2lam126_230710,Not available,Not available,Not available,-34.0713,20.439,-1,1299,23,7,10,Wet season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,98,2
886,s2lam093_231125,Not near (100 m) any water,Old (> 17 yrs),None,-33.983027,23.54273,30,595,23,11,25,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,75,2
980,s2lam122_230726,Not available,Not available,Not available,-33.638514,21.625269,-1,983,23,7,26,Wet season,Y,Y,NA,Grassland,Low: 0-500 m,25+ years,69,3
987,s2lam135_230930,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.585558,23.434753,-1,1143,23,9,30,Dry season,Y,Y,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,16,3
900,s2lam104_231004,Not near (100 m) any water,Old (> 17 yrs),None,-33.981121,22.714095,23,719,23,10,4,Dry season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,32,1
918,s2lam092_230812,Not available,Not available,Not available,-32.242124,19.129182,13,1456,23,8,12,Wet season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,17-to-25 years,20,4
977,s2lam115_231114,Not available,Not available,Not available,-33.647321,21.638003,-1,828,23,11,14,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,25+ years,69,3
986,s2lam132_231027,Not near (100 m) any water,"Young (burned, < 6 yrs)",Rare to Very Scattered,-33.995833,18.953738,-1,999,23,10,27,Dry season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,94,1
994,s2lam163_230712,Not available,Not available,Not available,-33.9738,20.8362,-1,714,23,7,12,Wet season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,25+ years,40,4
934,s2lam026_230812,Not available,Not available,Not available,-34.8101,19.9727,5,713,23,8,12,Wet season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,34,8
944,s2lam001_231025,Not near (100 m) any water,Old (> 17 yrs),None,-33.44634,20.834557,-1,858,23,10,25,Dry season,Y,Y,NA,Shrubland-Karoo,Medium: 500-1000 m,No data or No Fire,8,3
911,s2lam138_230725,Not available,Not available,Not available,-33.466049,20.5775,17,999,23,7,25,Wet season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,No data or No Fire,55,3
969,s2lam078_230811,Not available,Not available,Not available,-33.929112,21.0691,-1,1019,23,8,11,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,106,5
892,s2lam158_231005,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.341935,22.00474,27,808,23,10,5,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,6-to-12 years,49,8
916,s2lam110_230702,Not available,Not available,Not available,-34.09139,18.427188,14,585,23,7,2,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
875,s2lam027_230807,Not available,Not available,Not available,-33.1186,18.076755,36,1114,23,8,7,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,7,3
902,s2lam003_231115,Not near (100 m) any water,Intermediate (6-17 yrs),Rare to Very Scattered,-34.110983,18.435961,22,586,23,11,15,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
984,s2lam129_230717,Not available,Not available,Not available,-33.9796,20.8229,-1,986,23,7,17,Wet season,Y,N,NA,Forest-Woodland,Low: 0-500 m,1-to-6 years,40,4
968,s2lam076_230712,Not available,Not available,Not available,-33.6703,22.7541,-1,862,23,7,12,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,24,7
946,s2lam017_230622,Not available,Not available,Not available,-33.9846,20.8226,-1,1584,23,6,22,Wet season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,40,4
935,s2lam026_231010,Not near (100 m) any water,Old (> 17 yrs),None,-34.81014,19.972653,5,684,23,10,10,Dry season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,34,8
951,s2lam039_230712,Not available,Not available,Not available,-33.6759,22.758075,-1,142,23,7,12,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,12-to-17 years,24,7
929,s2lam165_231109,Not available,Not available,Not available,-33.927008,22.451564,8,988,23,11,9,Dry season,Y,Y,NA,Forest-Woodland,Medium: 500-1000 m,1-to-6 years,100,6
961,s2lam056_230705,Not available,Not available,Not available,-33.952023,19.1755,-1,576,23,7,5,Wet season,Y,Y,NA,Wetland,Low: 0-500 m,1-to-6 years,76,3
